Original_Entity,Mapped_ID
concept:professor:mike_huckabee,7087
concept:city:sutter_creek,7088
concept:invertebrate:sandflies,7089
concept:city:challenge,7090
concept:cardgame:free_,7091
concept:athlete:adam_housley,7092
concept:company:adults,7093
concept:city:hammerfest,7094
concept:hobby:actions,7095
concept:male:alex_white,7096
concept:musicartist:nirvana,7097
concept:geopoliticalorganization:nanchang,7098
concept:software:perfect_fit,7099
concept:amphibian:marsh,7100
concept:person:natalia_bessmertnova,7101
concept:chemical:three_water,7102
concept:clothing:leather_bomber_jacket,7103
concept:musicalbum:buzz,7104
concept:coach:bob_arum,7105
concept:personeurope:apps,7106
concept:academicfield:helicopter_society,7107
concept:island:summerfield,7108
concept:book:cabin,7109
concept:economicsector:beneficiary,7110
concept:book:rangoon,7111
concept:musicinstrument:violin,7112
concept:county:celebration,7113
concept:personnorthamerica:pat_monahan,7114
concept:personus:saul_alinsky,7115
concept:language:yiddish,7116
concept:city:gelsenkirchen,7117
concept:museum:saugerties,7118
concept:geometricshape:segment,7119
concept:city:ewa_beach,7120
concept:county:halland_county,7121
concept:island:tierra_verde,7122
concept:company:perot,7123
concept:actor:eric_francis,7124
concept:geopoliticallocation:maitland,7125
concept:geometricshape:finance,7126
concept:beverage:portable_water,7127
concept:personeurope:daily_mail,7128
concept:currency:national_party,7129
concept:company:honeywell,7130
concept:governmentorganization:u_s__environmental_protection_agency,7131
concept:female:ipod_touch,7132
concept:professionalorganization:indian_child_welfare_association,7133
concept:city:bonaire,7134
concept:clothing:culottes,7135
concept:visualizablething:radcliff,7136
concept:year:_609,7137
concept:musicartist:asa,7138
concept:actor:mike_smith,7139
concept:company:web_work,7140
concept:country:western_united_states,7141
concept:company:details,7142
concept:stadiumoreventvenue:fox_theater,7143
concept:personus:part,7144
concept:musicartist:afi,7145
concept:buildingfeature:parts,7146
concept:musicartist:air,7147
concept:coach:philadelphia_daily_news,7148
concept:hotel:beverly_hills_plaza_hotel,7149
concept:celebrity:tim_harrington,7150
concept:coach:jed_york,7151
concept:sportsteam:nebraska_kearney_lopers,7152
concept:university:dow_chemical_company,7153
concept:mlmetric:n13_5,7154
concept:language:greek,7155
concept:professionalorganization:proceedings,7156
concept:musicsong:picnic,7157
concept:musicartist:fan,7158
concept:sportsteam:byu,7159
concept:musicartist:emc,7160
concept:governmentorganization:federal_reserve_board,7161
concept:biotechcompany:broadcasts,7162
concept:lake:hines,7163
concept:sportsteam:avs,7164
concept:musicartist:dfa,7165
concept:male:face,7166
concept:magazine:intuit,7167
concept:location:home_water,7168
concept:beverage:rural_water,7169
concept:geometricshape:colleges,7170
concept:city:saugatuck,7171
concept:bank:pay_pal,7172
concept:hallwayitem:benefit,7173
concept:ceo:andrew_witty,7174
concept:person:trace_cyrus,7175
concept:geopoliticallocation:partners,7176
concept:clothing:uniform_shirts,7177
concept:stadiumoreventvenue:hollywood_bowl,7178
concept:chef:news___observer,7179
concept:person:liane_faulder,7180
concept:food:argument_value,7181
concept:clothing:strap_shoes,7182
concept:room:full,7183
concept:election:users,7184
concept:hotel:norfolk_towers,7185
concept:militaryeventtype:regimes,7186
concept:retailstore:stocks,7187
concept:clothing:red_tunic,7188
concept:building:york_neighborhoods,7189
concept:profession:services_caseworkers,7190
concept:personcanada:steven_gerrard,7191
concept:geopoliticallocation:southfield,7192
concept:transportation:trains,7193
concept:company:gator,7194
concept:company:gates,7195
concept:sportsteam:maryland_eastern_shore_hawks,7196
concept:hallwayitem:season,7197
concept:musicalbum:liquid,7198
concept:clothing:dark_brown_pants,7199
concept:politician:gov_sarah_palin,7200
concept:company:komo_tv,7201
concept:sportsteam:northern_colorado_bears,7202
concept:musicgenre:southern,7203
concept:company:article,7204
concept:stateorprovince:rio_grande_do_sul,7205
concept:personus:matt_diaz,7206
concept:jobposition:frequent_contributor,7207
concept:academicfield:informatics,7208
concept:televisionstation:wgte_tv,7209
concept:politicianus:jon_scott,7210
concept:book:touchstone,7211
concept:politicianus:corporations,7212
concept:clothing:velvet_dress,7213
concept:language:icelandic,7214
concept:professionalorganization:statewide_association,7215
concept:profession:camden,7216
concept:personaustralia:mike_timlin,7217
concept:journalist:ann_killion,7218
concept:visualizablething:ambler,7219
concept:stadiumoreventvenue:tickets,7220
concept:hotel:comfort_inn_la_universal,7221
concept:ceo:h__lee_scott,7222
concept:televisionshow:maverick,7223
concept:musicalbum:days,7224
concept:book:backwater,7225
concept:clothing:black_jackets,7226
concept:musician:dave_mason,7227
concept:eventoutcome:sale,7228
concept:company:keet001,7229
concept:kitchenitem:center,7230
concept:musicartist:colleges,7231
concept:politician:contenders_senators_barack_obama,7232
concept:buildingfeature:security,7233
concept:company:scotland,7234
concept:musicartist:audio,7235
concept:room:gift,7236
concept:governmentorganization:excite,7237
concept:language:english_language,7238
concept:journalist:steve_rushin,7239
concept:blog:scientific_american,7240
concept:musicartist:bottom,7241
concept:musicartist:avail,7242
concept:stadiumoreventvenue:joe_louis_arena,7243
concept:programminglanguage:option,7244
concept:location:beckley,7245
concept:hotel:town_inn_suites,7246
concept:company:phillyinquirer,7247
concept:geopoliticallocation:africa_from_wikipedia,7248
concept:televisionshow:birthday,7249
concept:politicianus:al_weis,7250
concept:professor:david_brock,7251
concept:professor:david_brody,7252
concept:website:the_new_york_herald_tribune,7253
concept:jobposition:correspondent,7254
concept:televisionshow:aria,7255
concept:coach:patriots,7256
concept:visualizablescene:kalispell,7257
concept:blog:myspace,7258
concept:company:favorites,7259
concept:geopoliticallocation:lawrenceville,7260
concept:politicalparty:democratic_national_committee,7261
concept:radiostation:macon,7262
concept:emotion:transport,7263
concept:personus:bill_green,7264
concept:shoppingmall:golden_gate,7265
concept:professor:martin_smith,7266
concept:geopoliticalorganization:bregenz,7267
concept:geopoliticallocation:slovakia,7268
concept:company:jefferson_county_union,7269
concept:politicianus:chris_howard,7270
concept:kitchenitem:portfolio,7271
concept:airport:aer_lingus,7272
concept:city:cudahy,7273
concept:company:fedex_home,7274
concept:physicsterm:n20_percent,7275
concept:currency:shillings,7276
concept:hospital:hospital_authority,7277
concept:personnorthamerica:robert_a__iger,7278
concept:personus:melvin_mora,7279
concept:musician:omd,7280
concept:country:celebes,7281
concept:geopoliticalorganization:ghadames,7282
concept:journalist:bob_raissman,7283
concept:musician:pat,7284
concept:language:tagalog_language,7285
concept:medicalprocedure:chamber,7286
concept:professionalorganization:academy_of_dental_sleep_medicine,7287
concept:organization:department_meetings,7288
concept:politicsblog:florida_today,7289
concept:musicsong:capacity_issues,7290
concept:city:new_york_next_month,7291
concept:university:tmcc,7292
concept:journalist:jay_hancock,7293
concept:animal:ox_tiger_rabbit_dragon_snake_horse_sheep_monkey_rooster_dog_pig,7294
concept:election:n11_6,7295
concept:clothing:tunic_tops,7296
concept:personafrica:academic,7297
concept:musician:jil,7298
concept:company:harper_s_bazaar,7299
concept:blog:newsmax,7300
concept:room:office_suite,7301
concept:city:yokohama,7302
concept:city:belle_glade,7303
concept:bank:international_mail,7304
concept:person:three_children,7305
concept:boardgame:technique,7306
concept:person:fulmer,7307
concept:disease:suburb,7308
concept:city:wismar,7309
concept:profession:member_states,7310
concept:journalist:bill_conlin,7311
concept:musician:dan,7312
concept:cardgame:setting,7313
concept:musician:axl,7314
concept:politicsblog:usa_weekend,7315
concept:parlourgame:twenty,7316
concept:female:nancy_brinker,7317
concept:attraction:fort_payne,7318
concept:sportsteam:wildcats,7319
concept:parlourgame:n55_miles,7320
concept:website:star_newspapers,7321
concept:clothing:ratty_jeans,7322
concept:company:amtrak,7323
concept:city:valence,7324
concept:person:jared_jeffries,7325
concept:city:rabat,7326
concept:bank:fedex_smartpost,7327
concept:politicsblog:newark_star_ledger,7328
concept:politician:mainstream_media,7329
concept:sportsteam:louis_hawks,7330
concept:island:nanterre,7331
concept:clothing:tan_suit,7332
concept:university:ucsf,7333
concept:visualizablescene:kendale_lakes,7334
concept:sportsteam:ferris_state_bulldogs,7335
concept:actor:bobby_seale,7336
concept:company:yemen,7337
concept:geopoliticalorganization:shijiazhuang,7338
concept:city:racine,7339
concept:company:catholic_relief_services,7340
concept:politicsblog:instapundit,7341
concept:magazine:women_s,7342
concept:eventoutcome:road,7343
concept:company:kuid_tv,7344
concept:emotion:lover,7345
concept:book:impact,7346
concept:website:new_york_times,7347
concept:mlconference:services_the_ability,7348
concept:transportation:large_air,7349
concept:director:jonathan_ives,7350
concept:language:french_language,7351
concept:clothing:open_toed_shoes,7352
concept:writer:world_wrestling_federation,7353
concept:mammal:recipient,7354
concept:city:empire,7355
concept:musicsong:jerusalem,7356
concept:sportsteam:elmira_college,7357
concept:website:google_blogsearch,7358
concept:company:dow_jones_newswires,7359
concept:religion:american,7360
concept:physicalaction:manufacturer,7361
concept:geopoliticallocation:bolivia,7362
concept:athlete:colt_mccoy,7363
concept:male:elon,7364
concept:company:york_corporations,7365
concept:company:mile_high_comics,7366
concept:mammal:warm_blooded_animals,7367
concept:clothing:black_undershirt,7368
concept:jobposition:lead_director,7369
concept:eventoutcome:government,7370
concept:website:people_,7371
concept:visualizablescene:guangxi,7372
concept:personeurope:hootie,7373
concept:sportsteam:portland_pilots,7374
concept:country:former_british_colonies,7375
concept:journalist:dave_zirin,7376
concept:comedian:estonia,7377
concept:biotechcompany:honda_motor_company,7378
concept:sportsteam:middle_tennessee_blue_raiders,7379
concept:personcanada:simon_le_bon,7380
concept:magazine:titles,7381
concept:county:cresskill,7382
concept:country:dish_network,7383
concept:city:marco_island,7384
concept:politicianus:jim_davis,7385
concept:blog:nature,7386
concept:clothing:insect_repellant,7387
concept:insect:deer_tick,7388
concept:company:singtel,7389
concept:personnorthamerica:delaware,7390
concept:magazine:york_magazine,7391
concept:highway:gatwick_airport,7392
concept:visualizablescene:poza_rica,7393
concept:book:passage,7394
concept:geopoliticalorganization:sacremento,7395
concept:emotion:autumn,7396
concept:language:danish,7397
concept:sportsteam:san_diego_state_aztecs_basketball,7398
concept:organization:office_of_state_federal_relations,7399
concept:musicartist:cracker,7400
concept:transportation:metropolitan_transportation_authority,7401
concept:county:ponca_city,7402
concept:geopoliticallocation:nutley,7403
concept:bird:curlews,7404
concept:product:windows_2000,7405
concept:televisionshow:concentration,7406
concept:bank:unibanco,7407
concept:visualizablething:auburndale,7408
concept:language:brahui,7409
concept:beverage:plymouth,7410
concept:kitchenitem:flickr,7411
concept:recordlabel:six_weeks,7412
concept:building:opportunities,7413
concept:ethnicgroup:baltic_states,7414
concept:sportsteam:norfolk_tides,7415
concept:politicsblog:oakland_tribune,7416
concept:clothing:gray_pants,7417
concept:newspaper:the_herald_tribune,7418
concept:coach:george_o_leary,7419
concept:person:index_items,7420
concept:trainstation:kenilworth,7421
concept:recordlabel:ea_sports,7422
concept:musicalbum:blur,7423
concept:company:food___wine,7424
concept:beach:nikki_beach,7425
concept:county:jerome,7426
concept:politicianus:jean_pierre_garnier,7427
concept:publication:reports,7428
concept:bank:westpac_new_zealand_limited,7429
concept:city:landover,7430
concept:musician:six,7431
concept:bridge:fluor,7432
concept:country:senegal,7433
concept:person:shawn_fanning,7434
concept:room:utility,7435
concept:director:jonathan_gold,7436
concept:landscapefeatures:mornings,7437
concept:nerve:case_study,7438
concept:bedroomitem:radio_city_music_hall,7439
concept:sportsteam:golden_state_warriors_nba,7440
concept:company:index_the_resource,7441
concept:website:daily_stock_price_record,7442
concept:male:band,7443
concept:city:citadel,7444
concept:amphibian:potato,7445
concept:company:mac_publishing_llc__,7446
concept:hospital:sarah,7447
concept:hallwayitem:contact,7448
concept:city:babylon,7449
concept:writer:theodore_roosevelt,7450
concept:company:maxtor_corporation,7451
concept:attraction:major_tourist_attraction,7452
concept:publication:wall_street_journal_law_blog,7453
concept:island:new_rochelle,7454
concept:clothing:grey_sweatshirt,7455
concept:criminal:desmond_jennings,7456
concept:politicianus:senators_hillary_clinton,7457
concept:terroristorganization:_,7458
concept:terroristorganization:k,7459
concept:terroristorganization:y,7460
concept:professionalorganization:meat_science_association,7461
concept:criminal:articles_search_engine_optimization,7462
concept:company:web_site,7463
concept:city:vermillion,7464
concept:academicfield:applications,7465
concept:televisionshow:custer,7466
concept:city:evreux,7467
concept:city:kingwood,7468
concept:county:alderney,7469
concept:person:mark_shapiro,7470
concept:geometricshape:rates,7471
concept:medicalprocedure:plastic_surgeons,7472
concept:journalist:staff,7473
concept:comedian:places,7474
concept:skiarea:new_mexico,7475
concept:conference:campbell_s_soup,7476
concept:city:podgorica,7477
concept:sportsteam:brooklyn_college_bulldogs,7478
concept:geopoliticallocation:torrington,7479
concept:bird:trogons,7480
concept:stateorprovince:web_search,7481
concept:personus:ksat,7482
concept:televisionstation:kpry_tv,7483
concept:personcanada:korn,7484
concept:profession:security,7485
concept:organization:farmers_organization,7486
concept:company:the_scotsman001,7487
concept:university:monticello,7488
concept:company:wizz_air,7489
concept:city:mill_valley,7490
concept:clothing:white_tanktop,7491
concept:county:pictou_county,7492
concept:lake:clarkesville,7493
concept:vegetable:veggies,7494
concept:room:back,7495
concept:sportsteam:pasadena_city_college_lancers,7496
concept:clothing:silk_blouse,7497
concept:politicsblog:insurance_policies,7498
concept:automobilemaker:toyota_motor_sales,7499
concept:organization:host,7500
concept:animal:bunnies,7501
concept:comedian:frank_muir,7502
concept:street:access,7503
concept:city:illinois_springfield,7504
concept:city:christchurch,7505
concept:wallitem:instrument,7506
concept:geopoliticallocation:eatontown,7507
concept:county:hightstown,7508
concept:sportsteam:haverford_college,7509
concept:company:contacts,7510
concept:book:arsenal,7511
concept:musicartist:roger_waters,7512
concept:company:business_insider,7513
concept:male:alex_city,7514
concept:company:wmor_tv,7515
concept:televisionshow:quest,7516
concept:person:kalle_lasn,7517
concept:personus:jonathan,7518
concept:book:witness,7519
concept:nut:year_s,7520
concept:clothing:brown_skirt,7521
concept:automobilemaker:china,7522
concept:fruit:bavarian,7523
concept:personus:dave_winfield,7524
concept:sportsteam:devils,7525
concept:radiostation:wcbs_tv,7526
concept:visualizablescene:duarte,7527
concept:company:high_priority,7528
concept:jobposition:deputy,7529
concept:stateorprovince:local,7530
concept:mammal:million_sheep,7531
concept:politicianus:steven_wilson,7532
concept:clothing:walkers,7533
concept:beach:naples,7534
concept:city:anguilla,7535
concept:blog:repository,7536
concept:journalist:david_neeleman,7537
concept:male:eric_bachmann,7538
concept:county:acquisition,7539
concept:politician:gordon_brown,7540
concept:geopoliticallocation:albany_new_york,7541
concept:governmentorganization:veterans_administration,7542
concept:director:american_fork,7543
concept:hotel:quality_inn_hollywood,7544
concept:newspaper:the_palm_beach,7545
concept:blog:toronto_sun,7546
concept:city:thiruvananthapuram,7547
concept:clothing:polyester,7548
concept:company:paris_match001,7549
concept:city:thimphu,7550
concept:sportsteam:mount_union_purple_raiders,7551
concept:street:pinehurst,7552
concept:election:asylum,7553
concept:stateorprovince:agartala,7554
concept:company:united_press_international,7555
concept:personus:james_joyce,7556
concept:sportsevent:sarthe,7557
concept:park:pearland,7558
concept:book:arkansas,7559
concept:university:suny,7560
concept:wallitem:walt_disney_company,7561
concept:company:austrian_airlines,7562
concept:journalist:charles_hurt,7563
concept:country:lesotho,7564
concept:geopoliticallocation:saint_john_s,7565
concept:visualizablescene:pasco,7566
concept:athlete:tom_donohue,7567
concept:musicartist:black_keys,7568
concept:biotechcompany:use_microsoft,7569
concept:musician:robert_plant,7570
concept:clothing:biker_jacket,7571
concept:geopoliticalorganization:shallotte,7572
concept:company:metacafe,7573
concept:magazine:items,7574
concept:profession:services_officials,7575
concept:personasia:jimmy_rollins,7576
concept:biotechcompany:winzip_international_llc__,7577
concept:personaustralia:daniel_johns,7578
concept:musicartist:peter_cetera,7579
concept:bank:paypal_links,7580
concept:retailstore:winn_dixie_stores,7581
concept:clothing:sleeveless_blouses,7582
concept:beach:bonita_beach,7583
concept:athlete:lucas_harrell,7584
concept:coach:al_groh,7585
concept:male:tom_meighan,7586
concept:city:cornelius,7587
concept:politicianus:ron_williams,7588
concept:hotel:omni_william_penn,7589
concept:website:kenya,7590
concept:university:cornerstone,7591
concept:ceo:david_m__moffett,7592
concept:retailstore:whsmith,7593
concept:ceo:edward_liddy,7594
concept:vehicle:needs,7595
concept:sportsteamposition:cassel,7596
concept:musicsong:factors,7597
concept:musicsong:factory,7598
concept:city:burtonsville,7599
concept:geopoliticallocation:facts,7600
concept:county:commack,7601
concept:musicartist:michael_cuddyer,7602
concept:company:fox_business,7603
concept:blog:bill_o_reilly,7604
concept:musician:nitty_gritty_dirt_band,7605
concept:company:new_york_review_of_books001,7606
concept:chemical:pipes,7607
concept:animal:orang_utans,7608
concept:journalist:kevin_cowherd,7609
concept:model:jake_jones,7610
concept:clothing:brown_shirt,7611
concept:clothing:black_hoodie,7612
concept:eventoutcome:operator,7613
concept:hotel:kawada,7614
concept:university:louis,7615
concept:island:crystal_river,7616
concept:stadiumoreventvenue:national_league,7617
concept:university:lehman_brothers,7618
concept:mammal:ocelots,7619
concept:person:men_at_work,7620
concept:mammal:wild_pigs,7621
concept:animal:short_eared_owls,7622
concept:city:santa_paula,7623
concept:sportsteam:alaska_seawolves,7624
concept:musician:andy_summers,7625
concept:clothing:training_pants,7626
concept:city:esztergom,7627
concept:attraction:kimmel_center,7628
concept:musicalbum:motherland,7629
concept:retailstore:kings,7630
concept:clothing:top_look,7631
concept:clothing:silk_dress,7632
concept:website:airline,7633
concept:musicalbum:four_years,7634
concept:televisionshow:house,7635
concept:hotel:mandeville,7636
concept:criminal:links_directory,7637
concept:personus:jacoby_ellsbury,7638
concept:bird:storm_petrels,7639
concept:jobposition:chief_operating_officer,7640
concept:hobby:business,7641
concept:company:sun_microsystems001,7642
concept:jobposition:demand,7643
concept:bank:registered_air_mail,7644
concept:beverage:beers,7645
concept:athlete:julio_borbon,7646
concept:emotion:ten,7647
concept:sportsteam:gw_colonials,7648
concept:vehicle:shopping,7649
concept:company:national_journal,7650
concept:criminal:xml_sitemap,7651
concept:weatherphenomenon:sites,7652
concept:musicartist:stars,7653
concept:criminal:discovery_channel,7654
concept:jobposition:ics_vice,7655
concept:island:north_houston,7656
concept:criminal:sites,7657
concept:musicartist:depeche_mode,7658
concept:blog:google_earth_blog,7659
concept:personus:clint_barmes,7660
concept:city:la_quinta,7661
concept:journalist:jerome_solomon,7662
concept:park:summerland,7663
concept:clothing:gym_pants,7664
concept:insect:gopher,7665
concept:blog:the_new_york_post,7666
concept:journalist:bill_kurtis,7667
concept:sportsteam:kelvin_sampson,7668
concept:city:san_fernando,7669
concept:university:new_york_state_education_department,7670
concept:bank:deutsche_bank,7671
concept:organization:espc,7672
concept:stadiumoreventvenue:kfc_yum__center,7673
concept:emotion:joy,7674
concept:blog:ahmedabad,7675
concept:publication:job_opportunities,7676
concept:emotion:hip,7677
concept:governmentorganization:washington_state_department,7678
concept:publication:mail_report,7679
concept:hotel:morrison,7680
concept:company:washington_post_book_reviews,7681
concept:organization:fund_monies,7682
concept:criminal:adams,7683
concept:eventoutcome:loss,7684
concept:lake:south_dennis,7685
concept:company:yahoo_finance,7686
concept:geopoliticallocation:kota_kinabalu,7687
concept:clothing:beige_shirt,7688
concept:sportsteam:virginia_union_panthers,7689
concept:legume:southwestern,7690
concept:city:province,7691
concept:personasia:al_kaline,7692
concept:company:prothom_alo,7693
concept:coach:anaheim_ducks,7694
concept:agriculturalproduct:commodity,7695
concept:company:jagson_airlines,7696
concept:musicartist:slipknot,7697
concept:company:disney_feature_animation,7698
concept:politicianus:barbra_streisand,7699
concept:politicianus:president_george_h__bush,7700
concept:city:photos,7701
concept:actor:starbucks,7702
concept:writer:adams,7703
concept:company:wbbh_tv,7704
concept:city:smithville,7705
concept:videogamesystem:system_upgrades,7706
concept:newspaper:pittsburgh_post_gazette,7707
concept:governmentorganization:immunization_branch_texas_department,7708
concept:city:marina,7709
concept:clothing:polo_golf_shirt,7710
concept:sportsteam:columbus_bluejackets,7711
concept:person:george_buckley,7712
concept:musicalbum:operator,7713
concept:clothing:trouser,7714
concept:blog:newsvine,7715
concept:personaustralia:matt_skiba,7716
concept:ceo:elon_musk,7717
concept:company:products,7718
concept:city:marche,7719
concept:company:kulula,7720
concept:geopoliticalorganization:natchitoches,7721
concept:actor:talking_heads,7722
concept:musicsong:crossroads,7723
concept:vehicle:campers,7724
concept:personus:edinson_volquez,7725
concept:city:s_o_paulo,7726
concept:geopoliticalorganization:port_arthur,7727
concept:musician:dolly_parton,7728
concept:geopoliticallocation:shaker_heights,7729
concept:comedian:j_p__morgan,7730
concept:professionalorganization:air_transport_association,7731
concept:politicsblog:the_toronto_star,7732
concept:transportation:rise,7733
concept:airport:airasia,7734
concept:city:new_port_richey,7735
concept:vertebrate:brown_pelicans,7736
concept:politicianus:watts,7737
concept:politicianus:presidential_candidate_john_mccain,7738
concept:comedian:steve_hughes,7739
concept:academicfield:analysis,7740
concept:personcanada:hans_joachim_watzke,7741
concept:politicianus:democratic_presidential_nominee_barack_obama,7742
concept:geopoliticalorganization:north_holland,7743
concept:city:asuncion,7744
concept:personus:dozens,7745
concept:personus:rickie_weeks,7746
concept:geopoliticallocation:wiesbaden,7747
concept:country:entire_country,7748
concept:company:journal_newspaper,7749
concept:currency:american,7750
concept:hotel:miyako_hotel_los_angeles,7751
concept:televisionstation:kmtz_tv,7752
concept:profession:matters,7753
concept:personeurope:michael_sapir,7754
concept:city:conshohocken,7755
concept:mountain:mount_royal,7756
concept:city:williston,7757
concept:county:jacksonville,7758
concept:politicianus:grover_cleveland,7759
concept:museum:paper,7760
concept:stateorprovince:new_york_state,7761
concept:personus:james_burton,7762
concept:city:napa_valley,7763
concept:currency:riyal,7764
concept:clothing:black_baseball_cap,7765
concept:landscapefeatures:adirondacks,7766
concept:blog:jaiku,7767
concept:journalist:sec,7768
concept:language:pashto,7769
concept:person:zach_condon,7770
concept:university:butler,7771
concept:geopoliticalorganization:molise,7772
concept:room:waterfront,7773
concept:company:mapquest,7774
concept:sportsteam:los_angeles_raiders,7775
concept:personcanada:casper,7776
concept:geometricshape:palm_springs,7777
concept:transportation:front_runner,7778
concept:ceo:janet_l__robinson,7779
concept:hotel:sands,7780
concept:language:papiamento,7781
concept:emotion:end,7782
concept:organization:doe_,7783
concept:city:bottineau,7784
concept:arachnid:vents,7785
concept:currency:rials,7786
concept:city:wilton,7787
concept:personus:eric_clapton,7788
concept:sportsgame:wonderful_years,7789
concept:sportsleague:uic_flames,7790
concept:university:rush_university,7791
concept:professionalorganization:national_urban_league,7792
concept:coach:mike_lewis,7793
concept:bird:quails,7794
concept:criminal:abort,7795
concept:physicalaction:service,7796
concept:kitchenitem:student,7797
concept:language:brazilian_portuguese,7798
concept:personsouthamerica:tours,7799
concept:island:milltown,7800
concept:company:federal_lawsuits,7801
concept:weatherphenomenon:account,7802
concept:language:alemannic,7803
concept:personus:cunningham,7804
concept:company:kccw_tv,7805
concept:product:mac_os_x,7806
concept:company:virgin_air,7807
concept:automobilemaker:listing,7808
concept:geopoliticallocation:regional,7809
concept:city:brownsboro,7810
concept:company:billboard,7811
concept:musicalbum:safari,7812
concept:programminglanguage:programming,7813
concept:ceo:derek_v__smith,7814
concept:journalist:mark_milian,7815
concept:geopoliticallocation:malacca,7816
concept:clothing:blue_sleeveless_shirt,7817
concept:recordlabel:productions,7818
concept:musicsong:sixteen,7819
concept:clothing:type_shirt,7820
concept:clothing:navy_blue_shirt,7821
concept:clothing:flannel_pajamas,7822
concept:hobby:carolina_polls,7823
concept:athlete:usain_bolt,7824
concept:clothing:pipes,7825
concept:company:past_week,7826
concept:city:maputo,7827
concept:sportsteam:campbell_camels,7828
concept:county:conditions,7829
concept:book:reference,7830
concept:organization:crdf,7831
concept:software:ms_outlook,7832
concept:company:marie_claire,7833
concept:city:chicago_northwest,7834
concept:sportsgame:days_last_month,7835
concept:city:waukegan,7836
concept:personus:carl_everett,7837
concept:city:camrose,7838
concept:county:collin_county,7839
concept:emotion:perfect_solution,7840
concept:blog:cbs_sportsline,7841
concept:governmentorganization:us_government,7842
concept:personus:fema,7843
concept:county:moonachie,7844
concept:mountainrange:england_mountains,7845
concept:biotechcompany:cameco,7846
concept:visualizablething:lille,7847
concept:personcanada:faqs,7848
concept:city:ypsilanti,7849
concept:race:june_2007,7850
concept:room:family_home,7851
concept:person:image,7852
concept:clothing:fleece_jackets,7853
concept:visualizablescene:corner,7854
concept:stateorprovince:last_year,7855
concept:personaustralia:alex_fernandez,7856
concept:visualizablething:computer,7857
concept:terroristorganization:messages,7858
concept:stadiumoreventvenue:adler_theatre,7859
concept:city:menomonee_falls,7860
concept:room:rentals,7861
concept:company:wljc_tv,7862
concept:sportsteam:duke_blue_devils,7863
concept:comedian:requests,7864
concept:automobilemaker:lexus,7865
concept:language:german_language,7866
concept:city:agrigento,7867
concept:organization:cyber_security_alliance,7868
concept:ceo:henry_engelhardt,7869
concept:transportation:private_jet,7870
concept:company:western_producer001,7871
concept:musicgenre:nyc,7872
concept:person:democratic_president,7873
concept:website:forbes_magazine,7874
concept:company:sears_holdings,7875
concept:mldataset:closing,7876
concept:biotechcompany:nokia_corp,7877
concept:port:mooresville,7878
concept:company:science,7879
concept:date:july_2004,7880
concept:blog:harvard_business_review,7881
concept:economicsector:investments,7882
concept:medicalprocedure:scholastic_aptitude_test,7883
concept:clothing:jumpsuits,7884
concept:company:new_york_life_insurance,7885
concept:celebrity:jimmy_lovine,7886
concept:person:maykel_galindo,7887
concept:geopoliticallocation:carson_city,7888
concept:county:san_joaquin_county,7889
concept:journalist:alessandra_stanley,7890
concept:city:loch_arbour,7891
concept:skiarea:fortescue,7892
concept:food:rockefeller,7893
concept:county:east_palo_alto,7894
concept:company:invista,7895
concept:personaustralia:beaufort,7896
concept:female:carol_moseley_braun,7897
concept:room:exposure,7898
concept:city:matthews,7899
concept:personnorthamerica:alan_boeckmann,7900
concept:musicartist:nicole_scherzinger,7901
concept:sportsteam:northwestern_state_demons,7902
concept:mlsoftware:mercedes,7903
concept:company:telstra,7904
concept:journalist:garrett_anderson,7905
concept:governmentorganization:indian_health_service,7906
concept:person:jimmy_vance,7907
concept:architect:roberta_smith,7908
concept:hobby:hard_rock,7909
concept:website:campaign,7910
concept:musicsong:neighbors,7911
concept:politicalparty:letters,7912
concept:academicfield:hydrology,7913
concept:shoppingmall:fort_meade,7914
concept:personaustralia:nick_cave,7915
concept:perceptionaction:davenport,7916
concept:county:cumberland,7917
concept:geopoliticallocation:leeuwarden,7918
concept:politicsissue:exposure,7919
concept:automobilemaker:range_rover,7920
concept:company:echostar,7921
concept:person:cole_hamels,7922
concept:crustacean:greater,7923
concept:householditem:cultural_melting_pot,7924
concept:geopoliticallocation:incredible_city,7925
concept:sportsteam:holy_cross_crusaders,7926
concept:person:dieter_schiessl,7927
concept:person:democrat_tracie_hunter,7928
concept:academicfield:environmental_management,7929
concept:charactertrait:favor,7930
concept:company:first_priority,7931
concept:professionalorganization:community_alliance,7932
concept:musicalbum:top_priority,7933
concept:politicianus:dick_durbin,7934
concept:jobposition:scc_vice,7935
concept:nonprofitorganization:organizations,7936
concept:clothing:top_hats,7937
concept:buildingfeature:equipment,7938
concept:geopoliticalorganization:udaipur,7939
concept:city:san_andreas,7940
concept:visualizablescene:pago_pago,7941
concept:televisionstation:kbyu_tv,7942
concept:company:origins,7943
concept:website:netscape_,7944
concept:attraction:roseland_ballroom,7945
concept:charactertrait:qualities,7946
concept:color:inspection,7947
concept:newspaper:policy_review,7948
concept:island:full_board,7949
concept:celebrity:pamela_bailey,7950
concept:person:tim_stauffer,7951
concept:clothing:casual_shirts,7952
concept:company:times_plan,7953
concept:geopoliticalorganization:ghaziabad,7954
concept:university:middle_tennessee_state,7955
concept:jobposition:certified_public_accountant,7956
concept:building:moscone_center,7957
concept:criminal:rolls_royce,7958
concept:nonprofitorganization:jbpm,7959
